date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
06/16/2025,22:00,20.52,.66,7.31,6.4,71.26,3.34,2.36,.49,40800,12.6
06/16/2025,22:15,20.59,.65,7.31,6.37,71.05,3.27,2.35,.51,40800,12.6
06/16/2025,22:30,20.62,.65,7.32,6.41,71.45,3.35,2.26,.48,41100,12.5
06/16/2025,22:45,20.62,.65,7.32,6.41,71.52,3.56,2.3,.48,41100,12.2
06/16/2025,23:00,20.6,.64,7.32,6.46,72.04,3.41,2.28,.49,42100,11.9
06/16/2025,23:15,20.61,.64,7.32,6.45,71.95,3.42,2.28,.49,43100,11.8
06/16/2025,23:30,20.61,.64,7.32,6.45,71.88,3.55,2.26,.49,44000,11.7
06/16/2025,23:45,20.6,.64,7.32,6.43,71.73,3.61,2.28,.5,44900,11.7
06/17/2025,00:00,20.57,.64,7.32,6.43,71.68,3.37,2.27,.49,44900,11.7
06/17/2025,00:15,20.56,.64,7.32,6.42,71.57,3.52,2.14,.47,46300,11.7
06/17/2025,00:30,20.55,.65,7.32,6.43,71.65,3.26,2.22,.48,46300,11.7
06/17/2025,00:45,20.53,.64,7.32,6.43,71.64,3.3,2.15,.5,44900,11.6
06/17/2025,01:00,20.52,.65,7.32,6.41,71.31,3.46,2.22,.49,45600,11.6
06/17/2025,01:15,20.52,.65,7.32,6.42,71.43,3.35,2.4,.5,44900,11.6
06/17/2025,01:30,20.53,.65,7.32,6.39,71.09,3.37,2.33,.51,43800,11.6
06/17/2025,01:45,20.51,.65,7.32,6.39,71.12,3.32,2.34,.51,43500,11.6
06/17/2025,02:00,20.51,.65,7.31,6.34,70.61,3.46,2.19,.5,43500,11.6
06/17/2025,02:15,20.49,.65,7.31,6.34,70.59,3.39,2.09,.48,43500,11.6
06/17/2025,02:30,20.48,.65,7.31,6.28,69.89,3.47,2.15,.48,44000,11.6
06/17/2025,02:45,20.48,.65,7.31,6.32,70.3,3.39,2.19,.51,44300,11.6
06/17/2025,03:00,20.47,.65,7.31,6.32,70.24,3.34,2.2,.52,44000,11.6
06/17/2025,03:30,20.46,.65,7.31,6.3,70.06,3.49,2.2,.48,44300,11.5
06/17/2025,03:45,20.46,.65,7.31,6.29,69.95,3.42,2.07,.47,45100,11.3
06/17/2025,04:00,20.46,.65,7.32,6.36,70.73,3.52,2.17,.51,45100,11.2
06/17/2025,04:15,20.44,.65,7.32,6.34,70.46,3.51,2.29,.51,46300,11.6
06/17/2025,04:30,20.42,.65,7.31,6.34,70.39,3.34,2.14,.5,45100,11.6
06/17/2025,04:45,20.43,.65,7.32,6.36,70.68,3.56,2.26,.51,46800,11.6
06/17/2025,05:00,20.42,.65,7.32,6.36,70.69,3.46,2.26,.5,46800,11.5
06/17/2025,05:15,20.42,.65,7.31,6.33,70.36,3.35,2.21,.52,46500,11.6
06/17/2025,05:30,20.4,.65,7.31,6.29,69.91,3.29,2.16,.49,45600,11.6
06/17/2025,05:45,20.39,.65,7.31,6.3,69.89,3.27,2.12,.5,44700,11.6
06/17/2025,06:00,20.4,.64,7.31,6.25,69.46,3.41,2.2,.48,44000,11.6
06/17/2025,06:15,20.39,.64,7.31,6.28,69.74,3.34,2.04,.51,43100,11.5
06/17/2025,06:30,20.4,.64,7.31,6.28,69.71,3.26,2.27,.48,43100,11.6
06/17/2025,06:45,20.4,.64,7.31,6.28,69.79,3.3,2.15,.51,42500,11.5
06/17/2025,07:00,20.41,.65,7.31,6.29,69.84,3.34,2.19,.5,42500,11.5
06/17/2025,07:15,20.41,.66,7.31,6.3,69.92,3.37,2.19,.5,42500,11.5
06/17/2025,07:30,20.42,.66,7.31,6.3,69.95,3.41,2.24,.49,43000,11.5
06/17/2025,07:45,20.43,.64,7.31,6.28,69.8,3.35,2.25,.52,43100,11.5
06/17/2025,08:00,20.44,.64,7.3,6.27,69.71,3.25,2.17,.47,43000,11.5
06/17/2025,08:15,20.44,.64,7.3,6.27,69.71,3.34,2.14,.5,43000,11.5
06/17/2025,08:30,20.45,.64,7.3,6.26,69.6,3.33,2.24,.49,43000,11.5
06/17/2025,08:45,20.45,.65,7.3,6.24,69.4,3.45,2.19,.49,43100,11.5
06/17/2025,09:00,20.45,.64,7.3,6.21,69.03,3.54,2.03,.48,43500,11.4
06/17/2025,09:15,20.55,.65,7.31,6.35,70.68,3.36,2.34,.56,43400,11.5
06/17/2025,09:30,20.65,.64,7.34,6.57,73.33,3.46,2.74,.58,43400,11.5
06/17/2025,09:45,20.67,.64,7.34,6.6,73.7,3.6,2.93,.61,44700,11.5
06/17/2025,10:00,20.71,.64,7.35,6.64,74.23,3.9,2.79,.62,46000,12.1
06/17/2025,10:15,20.9,.63,7.37,6.78,76,3.41,3.1,.66,46000,13.2
06/17/2025,10:30,20.81,.64,7.36,6.71,75.14,3.39,3.09,.64,46000,14.2
06/17/2025,10:45,20.82,.64,7.35,6.68,74.84,3.5,2.85,.63,46600,14.5
06/17/2025,11:00,20.78,.64,7.34,6.63,74.16,3.41,2.83,.59,45400,14.6
06/17/2025,11:15,20.73,.65,7.34,6.62,74.04,3.43,3.03,.65,45700,14.8
06/17/2025,11:30,20.79,.64,7.36,6.76,75.65,3.64,3.38,.7,46200,15.2
06/17/2025,11:45,20.81,.64,7.36,6.76,75.62,3.61,2.98,.59,46200,15.3
06/17/2025,12:00,20.88,.64,7.37,6.84,76.63,3.5,3.1,.62,46200,15.4
06/17/2025,12:15,20.9,.64,7.37,6.81,76.34,3.53,3.24,.68,47100,15.4
06/17/2025,12:30,20.95,.64,7.37,6.81,76.48,3.49,3.16,.61,47100,15.3
06/17/2025,12:45,20.99,.64,7.37,6.82,76.67,3.58,3.28,.64,47500,15.6
06/17/2025,13:00,21.03,.64,7.36,6.77,76.16,3.56,2.72,.54,48300,15.6
06/17/2025,13:15,20.99,.64,7.35,6.7,75.22,3.43,2.76,.55,48300,15.4
06/17/2025,13:30,21,.63,7.35,6.74,75.71,3.49,2.81,.54,47500,15
06/17/2025,13:45,21.07,.64,7.37,6.87,77.28,3.49,3.17,.67,47000,15.4
06/17/2025,14:00,21.08,.64,7.37,6.85,77.06,3.49,3.6,.71,46800,15.6
06/17/2025,14:15,21.07,.64,7.36,6.85,77.05,3.5,3.57,.68,46800,15.6
06/17/2025,14:30,21.07,.64,7.37,6.87,77.31,3.51,3.2,.64,47000,15.8
06/17/2025,14:45,21.11,.64,7.37,6.87,77.34,3.46,2.97,.62,46800,15.4
06/17/2025,15:00,21.1,.64,7.37,6.84,77.04,3.41,3.18,.6,46800,15.7
06/17/2025,15:15,21.07,.64,7.37,6.87,77.31,3.54,3.1,.57,46800,15.7
06/17/2025,15:30,21.05,.64,7.36,6.86,77.14,3.54,2.8,.52,47000,15.7
06/17/2025,15:45,21.05,.64,7.37,6.83,76.8,3.52,3,.52,47200,15.4
06/17/2025,16:00,20.95,.65,7.34,6.67,74.92,3.43,2.75,.54,47200,14.9
06/17/2025,16:15,20.97,.64,7.35,6.74,75.7,3.55,2.72,.49,47500,14.4
06/17/2025,16:30,21.05,.64,7.36,6.79,76.42,3.51,2.69,.51,47500,13.8
06/17/2025,16:45,21.02,.65,7.35,6.71,75.41,3.45,2.42,.51,47500,13.4
06/17/2025,17:00,21.07,.65,7.35,6.72,75.6,3.33,2.62,.54,47500,13.3
06/17/2025,17:15,21.05,.65,7.35,6.69,75.25,3.45,2.62,.49,46600,13.1
06/17/2025,17:30,21.06,.65,7.35,6.7,75.33,3.45,2.48,.48,45800,12.9
06/17/2025,17:45,21.12,.65,7.35,6.72,75.64,3.44,2.69,.49,45800,12.8
06/17/2025,18:00,21.12,.65,7.35,6.67,75.09,3.39,2.62,.5,45800,12.7
06/17/2025,18:15,21.13,.65,7.35,6.69,75.33,3.45,2.58,.52,45800,12.8
06/17/2025,18:30,20.99,.65,7.33,6.62,74.35,3.5,2.36,.48,45800,12.6
06/17/2025,18:45,21,.65,7.33,6.61,74.3,3.4,2.59,.45,45700,12.6
06/17/2025,19:00,21.04,.65,7.34,6.63,74.58,3.36,2.57,.45,45700,12.5
06/17/2025,19:15,21,.65,7.33,6.58,73.95,3.4,2.57,.49,45100,12.5
06/17/2025,19:30,21.01,.65,7.33,6.58,74,3.39,2.52,.49,44500,12.5
06/17/2025,19:45,21.02,.65,7.33,6.6,74.15,3.4,2.53,.45,44500,12.4
06/17/2025,20:00,21.04,.65,7.33,6.58,73.94,3.43,2.55,.5,44500,12.4
06/17/2025,20:15,21.13,.65,7.34,6.6,74.37,3.27,2.82,.5,44500,12.4
06/17/2025,20:30,20.99,.65,7.33,6.6,74.13,3.55,2.95,.56,44500,12.5
06/17/2025,20:45,21.05,.65,7.33,6.61,74.3,3.45,2.8,.53,44500,12.5
06/17/2025,21:00,21,.65,7.33,6.62,74.34,3.43,2.82,.53,44900,12.9
06/17/2025,21:15,21,.65,7.33,6.61,74.29,3.58,3.08,.57,45300,13.4
06/17/2025,21:30,21.04,.65,7.33,6.6,74.24,3.38,2.57,.51,45300,13.5
06/17/2025,21:45,20.98,.65,7.31,6.51,73.16,3.5,2.75,.54,45600,13.6
06/17/2025,22:00,20.98,.65,7.32,6.53,73.33,3.49,2.62,.53,46300,13.6
06/17/2025,22:15,20.98,.65,7.32,6.56,73.74,3.53,2.7,.52,47000,13.5
06/17/2025,22:30,20.96,.65,7.33,6.62,74.29,3.49,2.68,.52,46800,13.4
06/17/2025,22:45,20.95,.65,7.32,6.54,73.38,3.64,2.31,.49,47000,13.2
06/17/2025,23:00,20.94,.65,7.32,6.53,73.33,3.44,2.42,.49,47000,13
06/17/2025,23:15,20.96,.65,7.32,6.55,73.56,3.48,2.47,.49,46800,12.8
06/17/2025,23:30,20.96,.65,7.32,6.55,73.6,3.52,2.49,.5,47000,12.7
06/17/2025,23:45,20.98,.65,7.33,6.59,74.06,3.47,2.51,.54,46800,12.5
06/18/2025,00:00,20.98,.65,7.33,6.6,74.09,3.64,2.44,.48,47200,12.3
06/18/2025,00:15,21.03,.65,7.34,6.66,74.83,3.48,2.46,.48,46700,12.2
06/18/2025,00:30,21.02,.65,7.34,6.64,74.68,3.52,2.44,.5,47100,12.2
06/18/2025,00:45,21.02,.65,7.34,6.64,74.59,3.51,2.2,.46,47000,12.2
06/18/2025,01:00,21.01,.65,7.34,6.63,74.5,3.44,2.37,.48,47000,12.1
06/18/2025,01:15,21.01,.65,7.34,6.62,74.44,3.45,2.39,.52,47000,12.1
06/18/2025,01:30,21.02,.65,7.34,6.62,74.39,3.53,2.42,.51,47000,12.1
06/18/2025,01:45,21.02,.65,7.34,6.59,74.13,3.58,2.49,.49,47500,12
06/18/2025,02:00,21.02,.65,7.34,6.62,74.36,3.51,2.39,.47,47400,12
06/18/2025,02:15,21.01,.65,7.34,6.6,74.18,3.53,2.43,.45,47500,12
06/18/2025,02:30,21.01,.65,7.34,6.6,74.22,3.43,2.86,.49,47400,12
06/18/2025,02:45,21.01,.65,7.34,6.59,74.05,3.51,2.31,.45,47400,12
06/18/2025,03:00,21.01,.65,7.34,6.6,74.14,3.5,2.39,.47,47400,11.9
06/18/2025,03:15,21.01,.65,7.34,6.6,74.13,3.58,2.26,.47,47600,11.8
06/18/2025,03:30,21,.65,7.34,6.6,74.11,3.53,2.36,.48,47600,11.8
06/18/2025,03:45,20.99,.65,7.34,6.6,74.13,3.57,2.34,.5,47600,11.7
06/18/2025,04:00,21,.65,7.34,6.59,74.1,3.56,2.31,.49,47900,11.7
06/18/2025,04:15,21,.65,7.34,6.58,73.97,3.6,2.27,.47,48300,11.6
06/18/2025,04:30,20.99,.65,7.34,6.58,73.97,3.59,2.27,.45,48800,11.5
06/18/2025,04:45,21,.65,7.34,6.58,73.98,3.28,2.41,.49,48800,11.6
06/18/2025,05:00,20.99,.65,7.34,6.59,74.02,3.56,2.27,.48,48800,11.6
06/18/2025,05:15,20.99,.65,7.34,6.58,73.9,3.41,2.44,.49,48600,11.7
06/18/2025,05:30,21,.65,7.33,6.57,73.79,3.54,2.28,.46,48600,11.7
06/18/2025,05:45,20.99,.65,7.33,6.56,73.7,3.4,2.4,.5,48400,11.7
06/18/2025,06:00,21,.65,7.33,6.55,73.57,3.44,2.27,.46,46800,11.5
06/18/2025,06:15,21,.65,7.33,6.52,73.26,3.54,2.17,.48,46800,11.5
06/18/2025,06:30,21,.65,7.33,6.51,73.13,3.53,2.1,.42,46700,11.5
06/18/2025,06:45,20.99,.65,7.33,6.51,73.16,3.43,2.22,.43,46700,11.4
06/18/2025,07:00,21,.65,7.33,6.51,73.12,3.34,2.27,.46,45400,11.3
06/18/2025,07:15,21,.65,7.33,6.53,73.4,3.43,2.15,.46,45400,11.3
06/18/2025,07:30,21,.65,7.34,6.56,73.73,3.37,2.21,.46,45300,11.2
06/18/2025,07:45,21.01,.65,7.34,6.59,74.09,3.49,2.11,.47,45400,11.1
06/18/2025,08:00,21.01,.65,7.34,6.6,74.17,3.51,2.15,.44,46100,11
06/18/2025,08:15,21.02,.65,7.34,6.6,74.23,3.52,2.23,.44,46100,11
06/18/2025,08:30,21.02,.65,7.35,6.64,74.62,3.55,2.33,.47,46100,11.2
06/18/2025,08:45,21.03,.65,7.35,6.63,74.57,3.5,2.3,.45,47000,11.2
06/18/2025,09:00,21.02,.65,7.34,6.54,73.54,3.48,2.19,.46,47000,11.1
06/18/2025,09:15,21.07,.65,7.35,6.67,75.06,3.47,2.29,.47,47000,11.2
06/18/2025,09:30,21.07,.65,7.35,6.67,75.05,3.53,2.26,.53,47200,11.3
06/18/2025,09:45,21.08,.65,7.35,6.69,75.26,3.55,2.17,.47,47500,11.3
06/18/2025,10:00,21.09,.65,7.35,6.69,75.35,3.47,2.35,.47,47400,11.4
06/18/2025,10:15,21.08,.65,7.35,6.68,75.19,3.44,2.35,.5,46800,11.5
06/18/2025,10:30,21.1,.65,7.35,6.67,75.12,3.52,2.2,.49,46800,11.4
06/18/2025,10:45,21.09,.65,7.35,6.68,75.18,3.47,2.44,.47,46500,11.4
06/18/2025,11:00,21.13,.65,7.35,6.68,75.27,3.51,2.15,.45,46800,11.4
06/18/2025,11:15,21.19,.65,7.36,6.75,76.11,3.4,2.59,.49,46800,11.6
06/18/2025,11:30,21.25,.65,7.36,6.75,76.26,3.31,2.25,.49,46300,11.6
06/18/2025,11:45,21.29,.65,7.36,6.75,76.3,3.36,2.28,.49,46000,11.8
06/18/2025,12:00,21.33,.65,7.36,6.77,76.59,3.39,2.26,.44,45100,11.6
06/18/2025,12:15,21.4,.65,7.36,6.8,77.02,3.38,2.23,.44,44400,11.5
06/18/2025,12:30,21.45,.65,7.36,6.81,77.22,3.39,2.33,.46,44300,11.4
06/18/2025,12:45,21.44,.65,7.36,6.81,77.18,3.38,2.42,.44,44200,11.3
06/18/2025,13:00,21.47,.65,7.37,6.82,77.36,3.33,2.46,.49,44000,11.6
06/18/2025,13:15,21.5,.65,7.37,6.85,77.68,3.35,2.58,.49,43800,11.6
06/18/2025,13:30,21.5,.65,7.37,6.84,77.65,3.29,2.45,.49,43800,11.8
06/18/2025,13:45,21.54,.64,7.38,6.9,78.37,3.37,2.69,.5,43900,12
06/18/2025,14:00,21.52,.64,7.38,6.9,78.31,3.43,2.79,.55,43900,12.2
06/18/2025,14:15,21.55,.64,7.38,6.9,78.36,3.3,2.79,.52,43500,12.4
06/18/2025,14:30,21.55,.64,7.37,6.88,78.16,3.46,2.75,.5,43500,12.7
06/18/2025,14:45,21.55,.64,7.36,6.87,78.05,3.39,2.61,.52,43500,12.8
06/18/2025,15:00,21.69,.64,7.38,6.96,79.22,3.34,2.62,.49,43500,12.8
06/18/2025,15:15,21.61,.65,7.37,6.89,78.37,3.48,2.75,.49,44000,13
06/18/2025,15:30,21.7,.64,7.38,6.97,79.39,3.4,2.85,.54,44400,13.2
06/18/2025,15:45,21.66,.64,7.37,6.92,78.75,3.45,2.7,.48,44900,13.2
06/18/2025,16:00,21.66,.64,7.37,6.91,78.63,3.56,2.65,.5,45200,13
06/18/2025,16:15,21.66,.64,7.37,6.89,78.44,3.53,2.68,.47,46000,12.9
06/18/2025,16:30,21.65,.64,7.37,6.89,78.41,3.48,2.86,.5,46200,12.9
06/18/2025,16:45,21.64,.64,7.38,6.91,78.6,3.4,2.74,.5,46200,13
06/18/2025,17:00,21.66,.64,7.38,6.94,79.03,3.52,2.85,.53,46600,13.1
06/18/2025,17:15,21.66,.64,7.38,6.91,78.67,3.41,2.84,.52,46200,13.2
06/18/2025,17:30,21.67,.64,7.38,6.92,78.76,3.34,3.03,.54,46200,13.2
06/18/2025,17:45,21.72,.64,7.38,6.97,79.42,3.45,3.16,.6,46200,13.5
06/18/2025,18:00,21.68,.64,7.37,6.94,78.96,3.38,2.76,.52,45300,13.6
06/18/2025,18:15,21.75,.64,7.38,6.99,79.64,3.36,2.87,.55,44700,13.7
06/18/2025,18:30,21.74,.64,7.37,6.99,79.65,3.37,2.75,.5,44300,13.6
06/18/2025,18:45,21.75,.64,7.38,7,79.78,3.33,2.89,.52,43900,13.7
06/18/2025,19:00,21.78,.64,7.38,7.01,80,3.31,2.98,.56,43600,13.8
06/18/2025,19:15,21.78,.64,7.37,7,79.83,3.46,2.67,.51,43600,13.8
06/18/2025,19:30,21.79,.64,7.38,6.99,79.76,3.29,3.14,.53,43600,13.7
06/18/2025,19:45,21.77,.64,7.39,6.94,79.13,3.33,3.2,.57,43100,13.7
06/18/2025,20:00,21.75,.64,7.38,6.9,78.71,3.4,3.43,.6,43100,14.1
06/18/2025,20:15,21.74,.64,7.38,6.88,78.43,3.45,3.25,.58,43300,14.5
06/18/2025,20:30,21.74,.64,7.37,6.87,78.37,3.52,3.3,.61,43600,15
06/18/2025,20:45,21.73,.64,7.37,6.88,78.39,3.42,3.07,.58,44800,15.1
06/18/2025,21:00,21.73,.64,7.38,6.89,78.54,3.45,3.26,.59,45400,15.3
06/18/2025,21:15,21.72,.64,7.37,6.9,78.68,3.51,2.95,.56,45400,15.3
06/18/2025,21:30,21.72,.64,7.37,6.9,78.63,3.37,3.07,.57,45400,15.3
06/18/2025,21:45,21.71,.64,7.37,6.85,78.09,3.34,2.99,.62,45400,15.2
06/18/2025,22:00,21.7,.64,7.37,6.87,78.26,3.59,2.86,.56,45800,14.9
06/18/2025,22:15,21.7,.64,7.37,6.87,78.26,3.33,2.77,.5,45400,14.7
06/18/2025,22:30,21.7,.64,7.37,6.85,78.04,3.25,2.91,.54,44400,14.4
06/18/2025,22:45,21.69,.64,7.37,6.85,77.99,3.24,2.86,.57,43400,14.3
06/18/2025,23:00,21.69,.64,7.37,6.83,77.74,3.33,2.78,.55,42900,14.1
06/18/2025,23:15,21.69,.64,7.37,6.83,77.73,3.28,2.83,.57,42800,14.1
06/18/2025,23:30,21.7,.64,7.38,6.89,78.49,3.39,2.65,.5,42800,14
06/18/2025,23:45,21.71,.64,7.38,6.89,78.48,3.4,2.82,.52,42800,13.8
06/19/2025,00:00,21.7,.64,7.38,6.89,78.42,3.38,3.14,.53,42800,13.7
06/19/2025,00:15,21.7,.64,7.38,6.88,78.43,3.45,2.68,.52,43400,13.7
06/19/2025,00:30,21.71,.64,7.38,6.89,78.46,3.6,2.72,.54,44200,13.6
06/19/2025,00:45,21.71,.64,7.38,6.86,78.2,3.41,2.58,.52,44400,13.4
06/19/2025,01:00,21.71,.64,7.38,6.88,78.38,3.36,2.76,.52,44400,13.3
06/19/2025,01:15,21.71,.64,7.37,6.87,78.25,3.35,2.72,.54,44400,13.2
06/19/2025,01:30,21.7,.64,7.37,6.86,78.12,3.25,2.68,.51,44300,13.2
06/19/2025,01:45,21.71,.64,7.37,6.84,77.94,3.44,2.66,.52,44400,13.2
06/19/2025,02:00,21.7,.64,7.37,6.82,77.65,3.41,2.64,.58,44800,13.1
06/19/2025,02:15,21.69,.64,7.37,6.82,77.68,3.49,2.61,.53,44800,13.1
06/19/2025,02:30,21.7,.64,7.37,6.81,77.54,3.48,2.71,.54,44800,13.1
06/19/2025,02:45,21.69,.64,7.37,6.8,77.4,3.34,2.57,.5,44200,13.1
06/19/2025,03:00,21.69,.64,7.37,6.79,77.33,3.55,2.52,.56,45200,13.2
06/19/2025,03:15,21.68,.64,7.37,6.8,77.45,3.58,2.49,.48,46100,13
06/19/2025,03:30,21.69,.64,7.37,6.76,77.04,3.46,2.55,.5,46300,12.9
06/19/2025,03:45,21.68,.64,7.37,6.76,76.98,3.51,2.42,.48,46700,12.7
06/19/2025,04:00,21.68,.64,7.37,6.76,76.93,3.43,2.49,.48,46700,12.5
06/19/2025,04:15,21.67,.64,7.36,6.74,76.75,3.23,2.52,.47,46300,12.4
06/19/2025,04:30,21.67,.64,7.37,6.74,76.72,3.26,2.54,.52,45700,12.4
06/19/2025,04:45,21.65,.63,7.37,6.8,77.39,3.46,2.48,.5,46100,12.3
06/19/2025,05:00,21.66,.63,7.37,6.78,77.11,3.34,2.59,.47,45700,12.2
06/19/2025,05:15,21.65,.63,7.37,6.76,76.97,3.4,2.61,.5,44900,12.4
06/19/2025,05:30,21.66,.65,7.37,6.77,77.02,3.54,2.46,.48,44900,12.2
06/19/2025,05:45,21.65,.6,7.36,6.78,77.17,3.72,2.14,.44,44900,12.2
06/19/2025,06:00,21.65,.59,7.36,6.74,76.64,3.29,2.42,.5,43800,12.3
06/19/2025,06:15,21.65,.65,7.37,6.74,76.71,3.26,2.47,.46,43800,12.2
06/19/2025,06:30,21.65,.65,7.36,6.7,76.22,3.23,2.43,.48,43800,12.1
06/19/2025,06:45,21.65,.61,7.36,6.66,75.81,3.54,2.55,.48,43800,12.1
06/19/2025,07:00,21.65,.65,7.37,6.72,76.46,3.35,2.5,.48,43900,12.1
06/19/2025,07:15,21.67,.63,7.37,6.74,76.66,3.23,2.49,.52,42500,12.1
06/19/2025,07:30,21.74,.64,7.37,6.8,77.49,3.44,2.4,.52,42500,12
06/19/2025,07:45,21.76,.63,7.37,6.81,77.65,3.35,2.6,.55,42500,12.2
06/19/2025,08:00,21.81,.63,7.37,6.85,78.2,3.39,2.65,.53,43300,12.4
06/19/2025,08:15,21.86,.63,7.38,6.88,78.62,3.27,2.69,.57,43300,12.7
06/19/2025,08:30,21.89,.64,7.38,6.89,78.71,3.29,2.62,.49,43300,12.8
06/19/2025,08:45,22.01,.59,7.38,6.93,79.38,3.32,2.46,.53,42900,12.8
06/19/2025,09:00,22.01,.61,7.38,6.95,79.66,3.22,2.57,.53,42100,13
06/19/2025,09:15,22.12,.63,7.39,6.99,80.2,3.21,2.46,.49,42100,13
06/19/2025,09:30,22.12,.6,7.4,7,80.4,3.2,2.56,.54,41500,13
06/19/2025,09:45,22.19,.63,7.4,7.02,80.7,3.27,3.2,.55,41200,13
06/19/2025,10:00,22.29,.64,7.4,7.04,81.1,3.13,2.39,.47,40600,12.9
06/19/2025,10:15,22.37,.64,7.4,7.05,81.3,3.27,2.4,.5,40600,12.6
06/19/2025,10:30,22.35,.6,7.4,7.06,81.4,3.27,2.3,.51,40600,12.5
06/19/2025,10:45,22.43,.59,7.4,7.05,81.4,3.33,2.24,.45,40600,12.3
06/19/2025,11:00,22.72,.63,7.4,7.1,82.5,3.18,2.17,.39,40400,12
06/19/2025,11:15,22.62,.64,7.4,7.1,82.3,3.21,2.36,.46,40400,11.9
06/19/2025,11:30,22.96,.59,7.41,7.15,83.4,3.05,2.14,.38,40400,11.5
06/19/2025,11:45,23.17,.63,7.42,7.23,84.7,3.06,2.23,.39,39300,11.3
06/19/2025,12:00,22.65,.59,7.4,7.09,82.2,3.31,2.52,.47,40400,11.3
06/19/2025,12:15,23,.6,7.41,7.19,84,3.13,2.41,.45,39300,11.2
06/19/2025,12:30,22.94,.6,7.4,7.17,83.7,3.27,2.39,.44,39300,11.3
06/19/2025,12:45,23.02,.63,7.4,7.15,83.6,3.24,2.4,.39,39300,11.2
06/19/2025,13:00,23.15,.59,7.39,7.13,83.5,3.21,2.26,.37,39700,11.2
06/19/2025,13:15,23.28,.63,7.4,7.22,84.7,3.15,2.36,.38,38900,10.9
06/19/2025,13:30,23.45,.64,7.4,7.21,84.9,3.13,2.25,.35,38900,10.9
06/19/2025,13:45,23.4,.62,7.41,7.23,85,3.2,2.35,.33,39600,10.8
06/19/2025,14:00,23.7,.59,7.42,7.31,86.5,3.21,2.3,.34,39600,10.7
06/19/2025,14:15,23.79,.62,7.43,7.36,87.2,3.17,2.36,.36,39600,10.6
06/19/2025,14:30,23.91,.64,7.39,7.38,87.7,3.16,2.2,.28,39000,10.4
06/19/2025,14:45,23.68,.63,7.44,7.37,87.2,3.2,2.35,.34,39000,10.3
06/19/2025,15:00,23.79,.62,7.42,7.41,87.8,3.23,2.47,.35,39000,10.3
06/19/2025,15:15,23.89,.64,7.44,7.46,88.6,3.18,2.49,.34,39200,10.3
06/19/2025,15:30,24.07,.63,7.43,7.51,89.4,3.15,2.55,.31,39200,10.3
06/19/2025,15:45,23.93,.63,7.4,7.41,88,3.38,2.36,.3,39200,10.3
06/19/2025,16:00,24.23,.62,7.46,7.57,90.5,3.18,2.42,.3,38900,10.2
06/19/2025,16:15,24.15,.63,7.46,7.54,89.9,3.18,2.51,.3,38900,10.2
06/19/2025,16:30,24.15,.59,7.46,7.56,90.3,3.15,2.53,.35,38900,10.5
06/19/2025,16:45,24.14,.59,7.46,7.52,89.7,3.2,2.68,.38,38900,10.6
06/19/2025,17:00,24.22,.63,7.47,7.57,90.5,3.18,2.51,.32,38900,10.5
06/19/2025,17:15,24.08,.63,7.47,7.6,90.5,3.24,2.76,.4,38900,10.5
06/19/2025,17:30,24.05,.62,7.46,7.6,90.5,3.22,2.78,.36,39200,10.7
06/19/2025,17:45,24.07,.62,7.47,7.62,90.8,3.28,3.22,.42,39200,11.2
06/19/2025,18:00,24.09,.59,7.47,7.59,90.4,3.27,2.83,.4,39700,11.7
06/19/2025,18:15,24.03,.64,7.46,7.58,90.2,3.25,2.59,.35,40200,11.7
06/19/2025,18:30,24.02,.64,7.47,7.56,90,3.21,2.71,.38,40200,11.8
06/19/2025,18:45,24.03,.62,7.47,7.55,89.8,3.21,2.66,.38,40200,11.8
06/19/2025,19:00,23.93,.63,7.46,7.53,89.5,3.13,2.59,.37,40200,11.8
06/19/2025,19:15,23.94,.63,7.46,7.49,89.1,3.2,2.52,.34,39800,11.6
06/19/2025,19:30,23.98,.62,7.45,7.48,89,3.25,2.58,.34,40200,11.4
06/19/2025,19:45,23.88,.63,7.46,7.45,88.5,3.15,2.56,.33,39700,11.2
06/19/2025,20:00,23.92,.63,7.45,7.42,88.2,3.19,2.54,.32,39600,11
06/19/2025,20:15,23.93,.63,7.44,7.42,88.2,3.08,2.51,.3,39300,10.9
06/19/2025,20:30,23.87,.64,7.44,7.38,87.6,3.24,2.59,.34,39300,10.9
06/19/2025,20:45,23.82,.64,7.44,7.36,87.3,3.21,2.58,.33,39300,10.9
06/19/2025,21:00,23.86,.65,7.44,7.32,86.8,3.12,2.7,.35,39300,10.9
06/19/2025,21:15,23.82,.64,7.44,7.31,86.7,3.16,2.55,.31,38800,10.8
06/19/2025,21:30,23.83,.64,7.44,7.3,86.6,3.13,2.54,.39,38300,10.8
06/19/2025,21:45,23.86,.64,7.44,7.3,86.6,3.14,2.55,.32,38100,10.7
06/19/2025,22:00,23.85,.64,7.43,7.27,86.3,3.16,2.49,.31,38100,10.7
06/19/2025,22:30,23.83,.64,7.43,7.28,86.4,3.06,2.53,.29,37900,10.7
06/19/2025,22:45,23.75,.64,7.43,7.29,86.4,3.17,2.52,.33,37900,10.6
06/19/2025,23:00,23.75,.64,7.44,7.3,86.5,3.02,2.59,.33,37900,10.6
